,RATE A,RATE B,RATE C,Total
 01/03/2018 00.15,,,1.95,1.95
 01/03/2018 00.30,,,1.84,1.84
 01/03/2018 00.45,,,1.78,1.78
 01/03/2018 01.00,,,1.77,1.77
 01/03/2018 01.15,,,1.75,1.75
 01/03/2018 01.30,,,1.55,1.55
 01/03/2018 01.45,,,1.57,1.57
 01/03/2018 02.00,,,1.55,1.55
 01/03/2018 02.15,,,1.57,1.57
 01/03/2018 02.30,,,1.55,1.55
 01/03/2018 02.45,,,1.57,1.57
 01/03/2018 03.00,,,1.56,1.56
 01/03/2018 03.15,,,1.58,1.58
 01/03/2018 03.30,,,1.57,1.57
 01/03/2018 03.45,,,1.57,1.57
 01/03/2018 04.00,,,1.59,1.59
 01/03/2018 04.15,,,1.59,1.59
 01/03/2018 04.30,,,1.6,1.6
 01/03/2018 04.45,,,1.59,1.59
 01/03/2018 05.00,,,1.6,1.6
 01/03/2018 05.15,,,1.57,1.57
 01/03/2018 05.30,,,1.58,1.58
 01/03/2018 05.45,,,1.53,1.53
 01/03/2018 06.00,,,1.42,1.42
 01/03/2018 06.15,,,1.39,1.39
 01/03/2018 06.30,,,1.42,1.42
 01/03/2018 06.45,,,1.41,1.41
 01/03/2018 07.00,,,1.29,1.29
 01/03/2018 07.15,,,1.29,1.29
 01/03/2018 07.30,,,1.37,1.37
 01/03/2018 07.45,,,1.35,1.35
 01/03/2018 08.00,,,1.36,1.36
 01/03/2018 08.15,,,1.59,1.59
 01/03/2018 08.30,,,1.75,1.75
 01/03/2018 08.45,,,1.78,1.78
 01/03/2018 09.00,,,1.77,1.77
 01/03/2018 09.15,,,2.15,2.15
 01/03/2018 09.30,,,2.45,2.45
 01/03/2018 09.45,,,2.54,2.54
 01/03/2018 10.00,,,2.58,2.58
 01/03/2018 10.15,,,2.55,2.55
 01/03/2018 10.30,,,2.67,2.67
 01/03/2018 10.45,,,2.83,2.83
 01/03/2018 11.00,,,2.98,2.98
 01/03/2018 11.15,,,2.84,2.84
 01/03/2018 11.30,,,2.84,2.84
 01/03/2018 11.45,,,2.73,2.73
 01/03/2018 12.00,,,2.69,2.69
 01/03/2018 12.15,,,2.47,2.47
 01/03/2018 12.30,,,2.06,2.06
 01/03/2018 12.45,,,2.07,2.07
 01/03/2018 13.00,,,2.1,2.1
 01/03/2018 13.15,,,2.02,2.02
 01/03/2018 13.30,,,2.01,2.01
 01/03/2018 13.45,,,2.04,2.04
 01/03/2018 14.00,,,2.06,2.06
 01/03/2018 14.15,,,2.19,2.19
 01/03/2018 14.30,,,2.15,2.15
 01/03/2018 14.45,,,2.12,2.12
 01/03/2018 15.00,,,2.19,2.19
 01/03/2018 15.15,,,2.02,2.02
 01/03/2018 15.30,,,2.06,2.06
 01/03/2018 15.45,,,2.11,2.11
 01/03/2018 16.00,,,2.52,2.52
 01/03/2018 16.15,,,2.45,2.45
 01/03/2018 16.30,,,2.43,2.43
 01/03/2018 16.45,,,2.37,2.37
 01/03/2018 17.00,,,2.39,2.39
 01/03/2018 17.15,,,2.26,2.26
 01/03/2018 17.30,,,2.67,2.67
 01/03/2018 17.45,,,2.77,2.77
 01/03/2018 18.00,,,2.69,2.69
 01/03/2018 18.15,,,2.71,2.71
 01/03/2018 18.30,,,2.8,2.8
 01/03/2018 18.45,,,2.99,2.99
 01/03/2018 19.00,,,3.09,3.09
 01/03/2018 19.15,,,2.97,2.97
 01/03/2018 19.30,,,2.91,2.91
 01/03/2018 19.45,,,2.96,2.96
 01/03/2018 20.00,,,2.87,2.87
 01/03/2018 20.15,,,2.78,2.78
 01/03/2018 20.30,,,2.98,2.98
 01/03/2018 20.45,,,2.94,2.94
 01/03/2018 21.00,,,2.54,2.54
 01/03/2018 21.15,,,2.02,2.02
 01/03/2018 21.30,,,2.05,2.05
 01/03/2018 21.45,,,2.02,2.02
 01/03/2018 22.00,,,2.07,2.07
 01/03/2018 22.15,,,2.06,2.06
 01/03/2018 22.30,,,2.09,2.09
 01/03/2018 22.45,,,2.05,2.05
 01/03/2018 23.00,,,1.98,1.98
 01/03/2018 23.15,,,1.91,1.91
 01/03/2018 23.30,,,1.93,1.93
 01/03/2018 23.45,,,1.93,1.93
 01/03/2018 24.00,,,1.94,1.94
 02/03/2018 00.15,,1.8,,1.8
 02/03/2018 00.30,,1.76,,1.76
 02/03/2018 00.45,,1.71,,1.71
 02/03/2018 01.00,,1.72,,1.72
 02/03/2018 01.15,,1.73,,1.73
 02/03/2018 01.30,,1.76,,1.76
 02/03/2018 01.45,,1.74,,1.74
 02/03/2018 02.00,,1.74,,1.74
 02/03/2018 02.15,,1.66,,1.66
 02/03/2018 02.30,,1.71,,1.71
 02/03/2018 02.45,,1.73,,1.73
 02/03/2018 03.00,,1.77,,1.77
 02/03/2018 03.15,,1.71,,1.71
 02/03/2018 03.30,,1.7,,1.7
 02/03/2018 03.45,,1.7,,1.7
 02/03/2018 04.00,,1.7,,1.7
 02/03/2018 04.15,,1.73,,1.73
 02/03/2018 04.30,,1.69,,1.69
 02/03/2018 04.45,,1.7,,1.7
 02/03/2018 05.00,,1.69,,1.69
 02/03/2018 05.15,,1.66,,1.66
 02/03/2018 05.30,,1.57,,1.57
 02/03/2018 05.45,,1.55,,1.55
 02/03/2018 06.00,,1.49,,1.49
 02/03/2018 06.15,,1.52,,1.52
 02/03/2018 06.30,,1.45,,1.45
 02/03/2018 06.45,,1.68,,1.68
 02/03/2018 07.00,,1.63,,1.63
 02/03/2018 07.15,,1.61,,1.61
 02/03/2018 07.30,,1.6,,1.6
 02/03/2018 07.45,,1.62,,1.62
 02/03/2018 08.00,,1.67,,1.67
 02/03/2018 08.15,,2.35,,2.35
 02/03/2018 08.30,,4.26,,4.26
 02/03/2018 08.45,,6.14,,6.14
 02/03/2018 09.00,,5.78,,5.78
 02/03/2018 09.15,5.89,,,5.89
 02/03/2018 09.30,5.57,,,5.57
 02/03/2018 09.45,5.61,,,5.61
 02/03/2018 10.00,5.76,,,5.76
 02/03/2018 10.15,5.95,,,5.95
 02/03/2018 10.30,6.29,,,6.29
 02/03/2018 10.45,6.26,,,6.26
 02/03/2018 11.00,6.33,,,6.33
 02/03/2018 11.15,6.17,,,6.17
 02/03/2018 11.30,6.07,,,6.07
 02/03/2018 11.45,6.05,,,6.05
 02/03/2018 12.00,5.66,,,5.66
 02/03/2018 12.15,4.84,,,4.84
 02/03/2018 12.30,3.82,,,3.82
 02/03/2018 12.45,3.63,,,3.63
 02/03/2018 13.00,3.35,,,3.35
 02/03/2018 13.15,3.27,,,3.27
 02/03/2018 13.30,3.24,,,3.24
 02/03/2018 13.45,3.35,,,3.35
 02/03/2018 14.00,3.52,,,3.52
 02/03/2018 14.15,3.83,,,3.83
 02/03/2018 14.30,3.83,,,3.83
 02/03/2018 14.45,3.67,,,3.67
 02/03/2018 15.00,3.44,,,3.44
 02/03/2018 15.15,3.24,,,3.24
 02/03/2018 15.30,3.43,,,3.43
 02/03/2018 15.45,3.49,,,3.49
 02/03/2018 16.00,3.45,,,3.45
 02/03/2018 16.15,3.53,,,3.53
 02/03/2018 16.30,3.62,,,3.62
 02/03/2018 16.45,3.35,,,3.35
 02/03/2018 17.00,3.06,,,3.06
 02/03/2018 17.15,3.07,,,3.07
 02/03/2018 17.30,2.86,,,2.86
 02/03/2018 17.45,2.96,,,2.96
 02/03/2018 18.00,2.93,,,2.93
 02/03/2018 18.15,2.82,,,2.82
 02/03/2018 18.30,2.95,,,2.95
 02/03/2018 18.45,2.86,,,2.86
 02/03/2018 19.00,2.85,,,2.85
 02/03/2018 19.15,2.67,,,2.67
 02/03/2018 19.30,2.96,,,2.96
 02/03/2018 19.45,3.03,,,3.03
 02/03/2018 20.00,2.85,,,2.85
 02/03/2018 20.15,2.78,,,2.78
 02/03/2018 20.30,2.75,,,2.75
 02/03/2018 20.45,2.68,,,2.68
 02/03/2018 21.00,2.48,,,2.48
 02/03/2018 21.15,1.85,,,1.85
 02/03/2018 21.30,1.87,,,1.87
 02/03/2018 21.45,1.86,,,1.86
 02/03/2018 22.00,1.86,,,1.86
 02/03/2018 22.15,,1.86,,1.86
 02/03/2018 22.30,,1.76,,1.76
 02/03/2018 22.45,,1.71,,1.71
 02/03/2018 23.00,,1.7,,1.7
 02/03/2018 23.15,,1.72,,1.72
 02/03/2018 23.30,,1.71,,1.71
 02/03/2018 23.45,,1.68,,1.68
 02/03/2018 24.00,,1.7,,1.7
 03/03/2018 00.15,,,1.62,1.62
 03/03/2018 00.30,,,1.57,1.57
 03/03/2018 00.45,,,1.57,1.57
 03/03/2018 01.00,,,1.59,1.59
 03/03/2018 01.15,,,1.56,1.56
 03/03/2018 01.30,,,1.58,1.58
 03/03/2018 01.45,,,1.56,1.56
 03/03/2018 02.00,,,1.58,1.58
 03/03/2018 02.15,,,1.57,1.57
 03/03/2018 02.30,,,1.57,1.57
 03/03/2018 02.45,,,1.58,1.58
 03/03/2018 03.00,,,1.55,1.55
 03/03/2018 03.15,,,1.53,1.53
 03/03/2018 03.30,,,1.54,1.54
 03/03/2018 03.45,,,1.53,1.53
 03/03/2018 04.00,,,1.54,1.54
 03/03/2018 04.15,,,1.53,1.53
 03/03/2018 04.30,,,1.53,1.53
 03/03/2018 04.45,,,1.54,1.54
 03/03/2018 05.00,,,1.54,1.54
 03/03/2018 05.15,,,1.54,1.54
 03/03/2018 05.30,,,1.51,1.51
 03/03/2018 05.45,,,1.39,1.39
 03/03/2018 06.00,,,1.37,1.37
 03/03/2018 06.15,,,1.34,1.34
 03/03/2018 06.30,,,1.41,1.41
 03/03/2018 06.45,,,1.48,1.48
 03/03/2018 07.00,,,1.49,1.49
 03/03/2018 07.15,,,1.48,1.48
 03/03/2018 07.30,,,1.52,1.52
 03/03/2018 07.45,,,1.52,1.52
 03/03/2018 08.00,,,1.47,1.47
 03/03/2018 08.15,,,1.51,1.51
 03/03/2018 08.30,,,1.9,1.9
 03/03/2018 08.45,,,2.07,2.07
 03/03/2018 09.00,,,1.97,1.97
 03/03/2018 09.15,,,1.99,1.99
 03/03/2018 09.30,,,1.98,1.98
 03/03/2018 09.45,,,1.98,1.98
 03/03/2018 10.00,,,2.02,2.02
 03/03/2018 10.15,,,2.08,2.08
 03/03/2018 10.30,,,2.22,2.22
 03/03/2018 10.45,,,2.2,2.2
 03/03/2018 11.00,,,2.34,2.34
